[20, 23, 37, 50, 25, 56, 12, 36, 6, 28, 23, 93, 22, 58, 38, 69, 50, 84, 33, 12, 59, 39, 79, 61, 11, 14, 46, 87, 9, 52, 22, 68, 3, 27, 20, 70, 60, 51, 69, 69, 27, 48, 21, 21, 28, 24, 61, 29, 78, 84, 4, 33, 23, 55, 32, 96, 89, 85, 11, 34, 26, 5, 32, 65, 70, 48, 38, 97, 58, 22, 53, 20, 24, 61, 53, 78, 37, 7, 65, 31, 18, 19, 34, 36, 8, 53, 24, 68, 45, 9, 68, 38, 35, 34, 13, 57, 61, 17, 8, 77, 44, 9, 81, 86, 1, 1, 38, 32, 8, 22, 95, 15, 59, 66, 64, 34, 73, 81, 69, 24, 75, 52, 54, 14, 71, 29, 40, 1, 97, 39, 38, 71, 27, 58, 69, 76, 30, 44, 39, 19, 93, 74, 13, 78, 17, 88, 15, 87, 45, 70, 47, 44, 13, 72, 91, 71, 34, 48, 3, 13, 23, 21, 18, 53, 71, 56, 11, 81, 92, 55, 8, 13, 16, 34, 49, 9, 74, 56, 27, 1, 89, 97, 33, 65, 18, 73, 11, 13, 54, 7, 84, 48, 89, 94, 5, 7, 47, 25, 45, 63, 30, 46, 51, 16, 19, 22, 87, 23, 12, 86, 40, 92, 75, 19, 97, 66, 1, 66, 88, 89, 57, 51, 79]
[64, 1, 32, 79, 44, 61, 90, 4, 29, 26, 26, 70, 43, 77, 45, 11, 69, 92, 38, 91, 90, 15, 95, 21, 17, 25, 44, 89, 43, 72, 31, 16, 3, 11, 44, 11, 52, 86, 3, 10, 70, 80, 70, 90, 42, 96, 56, 39, 84, 20, 93, 50, 50, 5, 72, 42, 34, 97, 52, 64, 33, 36, 64, 31, 54, 92, 51, 57, 6, 18, 32, 5, 19, 92, 87, 93, 26, 67, 88, 99, 44, 79, 18, 17, 93, 80, 99, 67, 36, 29, 60, 83, 73, 54, 11, 82, 43, 97, 31, 80, 42, 31, 21, 11, 5, 11, 79, 5, 97, 11, 30, 55, 24, 35, 31, 24, 35, 75, 62, 64, 24, 100, 88, 46, 31, 14, 30, 45, 7, 86, 69, 36, 9, 43, 72, 85, 4, 5, 34, 39, 50, 3, 21, 9, 81, 74, 75, 21, 73, 63, 36, 14, 50, 22, 51, 42, 13, 71, 100, 28, 4, 47, 88, 100, 17, 14, 86, 42, 40, 6, 90, 42, 72, 23, 6, 10, 58, 64, 84, 18, 1, 61, 33, 71, 64, 74, 5, 61, 29, 43, 79, 99, 80, 20, 2, 39, 56, 46, 31, 19, 20, 82, 32, 58, 45, 75, 6, 24, 40, 83, 71, 45, 31, 81, 34, 26, 96, 12, 29, 12, 1, 35, 28]
[63, 48, 87, 64, 66, 55, 98, 16, 47, 95, 73, 56, 84, 1, 6, 54, 60, 17, 42, 82, 35, 57, 54, 28, 74, 87, 79, 40, 13, 2, 24, 15, 35, 42, 63, 54, 53, 74, 64, 75, 56, 33, 46, 19, 51, 12, 8, 40, 6, 50, 58, 37, 13, 65, 30, 58, 100, 93, 76, 65, 19, 36, 90, 98, 82, 42, 68, 61, 89, 6, 41, 46, 36, 17, 42, 71, 100, 69, 2, 8, 65, 79, 54, 29, 64, 21, 74, 23, 77, 18, 71, 35, 5, 95, 54, 2, 73, 63, 52, 31, 13, 80, 15, 81, 96, 74, 61, 87, 88, 13, 6, 31, 85, 5, 45, 99, 15, 100, 40, 52, 39, 61, 76, 66, 5, 1, 11, 41, 89, 74, 17, 78, 45, 37, 87, 27, 81, 75, 91, 11, 67, 57, 15, 11, 15, 71, 94, 62, 92, 81, 31, 73, 46, 46, 63, 66, 2, 69, 82, 82, 67, 72, 75, 82, 37, 36, 58, 29, 87, 33, 80, 4, 30, 15, 45, 35, 95, 24, 20, 9, 53, 19, 37, 14, 71, 55, 80, 10, 16, 30, 90, 85, 42, 16, 15, 79, 82, 7, 1, 47, 49, 10, 90, 24, 44, 3, 49, 34, 29, 8, 33, 11, 6, 20, 57, 46, 71, 26, 87, 6, 36, 14, 14]
[92, 93, 35, 63, 29, 98, 40, 21, 52, 37, 11, 8, 61, 34, 17, 42, 74, 50, 80, 43, 33, 95, 50, 39, 9, 11, 21, 58, 26, 57, 79, 92, 34, 43, 97, 46, 39, 71, 100, 68, 22, 78, 25, 28, 35, 38, 39, 15, 88, 6, 37, 84, 93, 95, 63, 84, 70, 39, 64, 32, 58, 37, 86, 87, 46, 68, 39, 90, 76, 60, 97, 56, 99, 79, 98, 1, 68, 49, 72, 84, 88, 64, 53, 19, 10, 30, 79, 3, 39, 10, 29, 84, 13, 88, 83, 31, 95, 29, 77, 1, 67, 24, 28, 51, 23, 26, 6, 88, 14, 61, 51, 89, 76, 75, 44, 23, 79, 78, 42, 39, 54, 41, 27, 33, 72, 94, 53, 89, 2, 78, 100, 94, 16, 29, 24, 50, 83, 39, 36, 67, 19, 1, 50, 34, 90, 87, 10, 46, 46, 30, 94, 64, 66, 15, 32, 11, 23, 24, 54, 1, 79, 71, 36, 35, 55, 37, 70, 32, 41, 35, 68, 96, 26, 98, 27, 50, 78, 16, 54, 19, 26, 36, 52, 73, 55, 9, 8, 12, 91, 95, 84, 11, 71, 45, 35, 36, 75, 40, 91, 29, 95, 18, 96, 14, 86, 44, 90, 15, 5, 88, 21, 28, 23, 100, 31, 95, 10, 28, 90, 2, 90, 59, 45]
[28, 95, 36, 44, 86, 97, 4, 37, 11, 77, 8, 96, 50, 54, 66, 87, 9, 46, 40, 74, 27, 74, 91, 72, 2, 16, 3, 76, 18, 52, 96, 16, 85, 94, 9, 85, 29, 2, 41, 7, 17, 64, 84, 14, 39, 19, 30, 58, 50, 51, 82, 35, 98, 14, 65, 54, 97, 37, 78, 21, 81, 67, 50, 95, 73, 87, 43, 83, 88, 56, 59, 9, 1, 95, 26, 25, 87, 84, 51, 97, 76, 65, 21, 36, 90, 50, 49, 30, 31, 72, 75, 75, 11, 62, 55, 19, 29, 46, 36, 16, 75, 83, 46, 38, 18, 77, 72, 51, 17, 88, 14, 9, 86, 55, 1, 69, 16, 51, 75, 48, 87, 69, 68, 19, 29, 30, 13, 9, 83, 57, 9, 92, 18, 52, 77, 51, 31, 18, 99, 38, 40, 44, 24, 70, 63, 8, 17, 73, 74, 46, 78, 63, 15, 95, 73, 47, 25, 93, 71, 20, 83, 15, 48, 72, 70, 25, 59, 3, 95, 44, 32, 74, 67, 29, 16, 6, 83, 84, 91, 44, 47, 53, 21, 16, 46, 80, 67, 36, 5, 47, 62, 48, 47, 36, 50, 83, 96, 74, 22, 18, 39, 68, 76, 18, 2, 26, 99, 85, 66, 76, 99, 90, 15, 83, 4, 1, 34, 8, 20, 5, 3, 68, 19]
[33, 76, 93, 95, 34, 79, 59, 26, 89, 39, 34, 8, 53, 1, 97, 73, 43, 50, 7, 9, 86, 25, 12, 66, 43, 65, 37, 42, 56, 52, 40, 58, 8, 52, 1, 48, 88, 33, 72, 59, 70, 59, 22, 87, 64, 68, 3, 63, 7, 18, 87, 58, 35, 59, 23, 39, 63, 6, 89, 92, 32, 40, 49, 41, 90, 80, 16, 29, 85, 51, 87, 93, 74, 65, 2, 94, 53, 87, 23, 93, 38, 81, 58, 53, 7, 29, 52, 40, 66, 25, 32, 78, 96, 34, 28, 5, 8, 95, 75, 93, 43, 44, 5, 21, 61, 75, 67, 77, 96, 58, 56, 25, 97, 65, 84, 35, 85, 4, 15, 76, 8, 25, 40, 78, 60, 55, 74, 43, 57, 29, 80, 17, 54, 6, 63, 59, 51, 24, 94, 34, 20, 46, 68, 76, 43, 37, 30, 31, 86, 67, 47, 89, 89, 23, 8, 21, 46, 50, 67, 49, 22, 97, 87, 36, 64, 30, 9, 75, 69, 23, 26, 52, 18, 12, 38, 8, 22, 80, 62, 85, 77, 86, 65, 91, 48, 29, 49, 71, 67, 15, 27, 89, 57, 10, 1, 60, 100, 47, 83, 40, 19, 3, 94, 73, 72, 14, 13, 64, 50, 63, 8, 40, 13, 23, 15, 31, 97, 74, 75, 67, 43, 17, 88]
[98, 73, 91, 59, 45, 26, 81, 73, 3, 14, 62, 90, 11, 97, 76, 74, 97, 50, 48, 39, 37, 74, 58, 67, 12, 75, 20, 84, 79, 40, 81, 68, 19, 87, 47, 24, 16, 52, 2, 51, 3, 41, 89, 6, 18, 75, 60, 37, 30, 46, 20, 73, 56, 13, 27, 28, 94, 24, 80, 60, 74, 98, 22, 87, 48, 10, 36, 63, 16, 52, 77, 50, 9, 49, 97, 37, 41, 63, 11, 14, 67, 79, 58, 49, 52, 17, 75, 74, 6, 10, 54, 60, 67, 82, 56, 75, 80, 34, 8, 52, 15, 78, 41, 64, 93, 17, 1, 6, 60, 54, 9, 72, 43, 18, 59, 3, 36, 35, 35, 4, 77, 11, 51, 69, 23, 72, 70, 94, 93, 22, 94, 17, 53, 52, 75, 57, 90, 42, 7, 42, 30, 86, 84, 79, 80, 42, 15, 47, 28, 49, 78, 23, 38, 53, 45, 97, 45, 8, 12, 47, 86, 85, 3, 12, 4, 48, 82, 9, 85, 6, 69, 12, 97, 81, 80, 81, 21, 13, 44, 50, 88, 4, 96, 51, 20, 34, 70, 7, 86, 1, 40, 27, 78, 3, 69, 83, 92, 19, 82, 24, 78, 18, 4, 5, 67, 61, 15, 77, 54, 21, 21, 56, 29, 37, 93, 46, 56, 87, 34, 8, 13, 66, 34]
[10, 66, 21, 10, 96, 95, 86, 99, 12, 57, 41, 33, 27, 9, 56, 19, 91, 13, 63, 70, 98, 1, 28, 3, 31, 96, 52, 53, 81, 22, 46, 19, 28, 17, 66, 98, 47, 3, 36, 89, 53, 46, 8, 63, 21, 65, 46, 90, 30, 3, 13, 5, 50, 63, 21, 20, 93, 100, 67, 76, 35, 23, 97, 7, 89, 2, 96, 10, 90, 33, 45, 46, 11, 81, 21, 81, 66, 92, 99, 19, 67, 68, 97, 46, 57, 50, 18, 66, 61, 80, 15, 91, 84, 43, 29, 91, 14, 32, 45, 17, 78, 43, 37, 11, 46, 1, 38, 51, 93, 23, 41, 17, 15, 31, 66, 35, 12, 23, 1, 88, 1, 57, 38, 34, 29, 35, 67, 18, 9, 98, 59, 52, 15, 66, 59, 65, 33, 95, 46, 40, 36, 67, 56, 61, 79, 84, 6, 83, 23, 91, 80, 21, 2, 64, 64, 16, 25, 100, 42, 97, 97, 93, 4, 55, 16, 5, 74, 25, 89, 53, 36, 30, 99, 7, 74, 96, 43, 75, 82, 7, 59, 89, 74, 38, 92, 45, 69, 47, 54, 38, 100, 89, 74, 93, 35, 98, 45, 14, 15, 77, 35, 11, 73, 41, 1, 1, 49, 80, 79, 95, 53, 50, 58, 76, 7, 71, 98, 89, 24, 94, 17, 7, 69]
[76, 10, 71, 78, 82, 31, 11, 70, 75, 61, 56, 23, 100, 43, 77, 21, 64, 20, 87, 71, 15, 23, 16, 47, 4, 90, 13, 89, 31, 19, 92, 94, 3, 51, 2, 93, 1, 33, 75, 89, 99, 97, 90, 14, 14, 72, 100, 44, 72, 14, 92, 32, 41, 68, 83, 67, 11, 37, 2, 3, 64, 78, 50, 1, 18, 2, 13, 74, 80, 85, 94, 68, 83, 22, 62, 86, 91, 97, 30, 77, 68, 56, 30, 41, 93, 28, 31, 36, 64, 34, 25, 43, 97, 37, 43, 3, 17, 4, 99, 84, 17, 37, 8, 22, 91, 65, 45, 19, 53, 88, 81, 91, 36, 49, 12, 79, 14, 64, 90, 84, 42, 40, 12, 47, 53, 27, 45, 95, 19, 71, 74, 1, 40, 19, 63, 25, 94, 23, 87, 20, 79, 35, 29, 42, 66, 18, 71, 86, 69, 22, 83, 88, 47, 99, 82, 58, 89, 95, 66, 61, 90, 42, 24, 85, 68, 4, 2, 86, 80, 77, 80, 40, 70, 24, 33, 46, 76, 68, 17, 19, 57, 3, 75, 37, 8, 22, 29, 44, 68, 29, 92, 63, 100, 58, 42, 41, 6, 46, 92, 49, 86, 39, 74, 7, 75, 63, 6, 2, 45, 28, 83, 39, 37, 90, 75, 53, 45, 7, 6, 4, 80, 72, 80]
[16, 75, 73, 29, 36, 33, 89, 52, 7, 36, 48, 20, 87, 44, 41, 10, 13, 75, 21, 89, 62, 41, 2, 87, 19, 96, 47, 42, 75, 83, 94, 94, 20, 1, 75, 10, 84, 58, 80, 60, 8, 97, 58, 3, 96, 75, 44, 69, 1, 27, 95, 87, 69, 98, 95, 35, 24, 37, 33, 28, 15, 16, 27, 44, 65, 9, 95, 11, 7, 35, 88, 57, 56, 23, 96, 25, 82, 80, 5, 63, 76, 86, 26, 17, 17, 84, 67, 62, 31, 44, 47, 73, 8, 29, 4, 84, 13, 42, 65, 29, 74, 51, 100, 91, 35, 44, 45, 38, 61, 62, 27, 85, 89, 81, 74, 80, 77, 27, 43, 25, 59, 33, 46, 88, 77, 72, 21, 97, 7, 27, 21, 7, 30, 69, 85, 62, 3, 40, 79, 33, 35, 89, 91, 66, 13, 65, 96, 33, 74, 29, 29, 1, 32, 88, 48, 40, 9, 65, 94, 30, 79, 87, 14, 21, 70, 29, 60, 2, 82, 79, 78, 82, 40, 32, 15, 53, 24, 9, 38, 19, 70, 13, 16, 58, 53, 68, 35, 48, 42, 95, 62, 28, 67, 78, 81, 90, 54, 92, 17, 4, 50, 90, 7, 77, 71, 42, 19, 73, 74, 98, 55, 11, 5, 67, 87, 75, 79, 75, 75, 92, 11, 100, 42]
